"Class"	"Phylum"
"562"	"Deinococci"	"Deinococcota"
"563"	"Gammaproteobacteria"	"Proteobacteria"
"564"	"Desulfuromonadia"	"Desulfobacterota"
"565"	"Gammaproteobacteria"	"Proteobacteria"
"566"	"Bacilli"	"Firmicutes"
"567"	"Myxococcia"	"Myxococcota"
"568"	"Gammaproteobacteria"	"Proteobacteria"
"569"	"Gammaproteobacteria"	"Proteobacteria"
"570"	"Gammaproteobacteria"	"Proteobacteria"
"571"	"Gammaproteobacteria"	"Proteobacteria"
"572"	"Coprothermobacteria"	"Coprothermobacterota"
"573"	"Dictyoglomia"	"Dictyoglomota"
"574"	"Thermodesulfovibrionia"	"Nitrospirota"
"575"	"Alphaproteobacteria"	"Proteobacteria"
"576"	"Gammaproteobacteria"	"Proteobacteria"
"577"	"Gammaproteobacteria"	"Proteobacteria"
"578"	"Gammaproteobacteria"	"Proteobacteria"
"579"	"Gammaproteobacteria"	"Proteobacteria"
"580"	"Gammaproteobacteria"	"Proteobacteria"
"581"	"Campylobacteria"	"Campylobacterota"
"582"	"Bacilli"	"Firmicutes"
"583"	"Bacilli"	"Firmicutes"
"584"	"Bacilli"	"Firmicutes"
"585"	"Gammaproteobacteria"	"Proteobacteria"
"586"	"Bacilli"	"Firmicutes"
"587"	"Thermotogae"	"Thermotogota"
"588"	"Bacilli"	"Firmicutes"
"589"	"Alphaproteobacteria"	"Proteobacteria"
"590"	"Alphaproteobacteria"	"Proteobacteria"
"591"	"Alphaproteobacteria"	"Proteobacteria"
"592"	"Spirochaetia"	"Spirochaetota"
"593"	"Actinomycetia"	"Actinobacteriota"
"594"	"Bacilli"	"Firmicutes"
"595"	NA	NA
"596"	"Gammaproteobacteria"	"Proteobacteria"
"597"	"Alphaproteobacteria"	"Proteobacteria"
"598"	"Aquificae"	"Aquificota"
"599"	"Aquificae"	"Aquificota"
"600"	"Gammaproteobacteria"	"Proteobacteria"
"601"	"Gammaproteobacteria"	"Proteobacteria"
"602"	"Dictyoglomia"	"Dictyoglomota"
"603"	"Gammaproteobacteria"	"Proteobacteria"
"604"	"Chloroflexia"	"Chloroflexota"
"605"	"Campylobacteria"	"Campylobacterota"
"606"	"Alphaproteobacteria"	"Proteobacteria"
"607"	"Gammaproteobacteria"	"Proteobacteria"
"608"	"Bacilli"	"Firmicutes"
"609"	"Cyanobacteriia"	"Cyanobacteria"
"610"	"Cyanobacteriia"	"Cyanobacteria"
"611"	"Alphaproteobacteria"	"Proteobacteria"
"612"	"Alphaproteobacteria"	"Proteobacteria"
"613"	"Gammaproteobacteria"	"Proteobacteria"
"614"	"Desulfobacteria"	"Desulfobacterota"
"615"	"Desulfitobacteriia"	"Firmicutes"
"616"	"Chloroflexia"	"Chloroflexota"
"617"	"Gammaproteobacteria"	"Proteobacteria"
"618"	"Alphaproteobacteria"	"Proteobacteria"
"619"	"Actinomycetia"	"Actinobacteriota"
"620"	"Clostridia"	"Firmicutes"
"621"	"Alphaproteobacteria"	"Proteobacteria"
"622"	"Brachyspirae"	"Spirochaetota"
"623"	"Myxococcia"	"Myxococcota"
"624"	"Gammaproteobacteria"	"Proteobacteria"
"625"	"Gammaproteobacteria"	"Proteobacteria"
"626"	NA	NA
"627"	"Desulfuromonadia"	"Desulfobacterota"
"628"	"Alphaproteobacteria"	"Proteobacteria"
"629"	"Thermoanaerobacteria"	"Firmicutes"
"630"	"Gammaproteobacteria"	"Proteobacteria"
"631"	"Bacilli"	"Firmicutes"
"632"	"Alphaproteobacteria"	"Proteobacteria"
"633"	"Acidobacteriae"	"Acidobacteriota"
"634"	"Gammaproteobacteria"	"Proteobacteria"
"635"	"Bacteroidia"	"Bacteroidota"
"636"	"Alphaproteobacteria"	"Proteobacteria"
"637"	"Gammaproteobacteria"	"Proteobacteria"
"638"	"Gammaproteobacteria"	"Proteobacteria"
"639"	"Alphaproteobacteria"	"Proteobacteria"
"640"	"Actinomycetia"	"Actinobacteriota"
"641"	"Alphaproteobacteria"	"Proteobacteria"
"642"	"Alphaproteobacteria"	"Proteobacteria"
"643"	"Clostridia"	"Firmicutes"
"644"	"Alphaproteobacteria"	"Proteobacteria"
"645"	"Gammaproteobacteria"	"Proteobacteria"
"646"	"Gammaproteobacteria"	"Proteobacteria"
"647"	"Bacilli"	"Firmicutes"
"648"	"Gammaproteobacteria"	"Proteobacteria"
"649"	"Actinomycetia"	"Actinobacteriota"
"650"	"Bacilli"	"Firmicutes"
"651"	NA	NA
"652"	"Gammaproteobacteria"	"Proteobacteria"
"653"	"Alphaproteobacteria"	"Proteobacteria"
"654"	"Gammaproteobacteria"	"Proteobacteria"
"655"	"Bacilli"	"Firmicutes"
"656"	"Gammaproteobacteria"	"Proteobacteria"
"657"	"Bacilli"	"Firmicutes"
"658"	"Actinomycetia"	"Actinobacteriota"
"659"	"Bacteroidia"	"Bacteroidota"
"660"	"Actinomycetia"	"Actinobacteriota"
"661"	"Bacilli"	"Firmicutes"
"662"	"Alphaproteobacteria"	"Proteobacteria"
"663"	"Actinomycetia"	"Actinobacteriota"
"664"	"Desulfovibrionia"	"Desulfobacterota"
"665"	"Actinomycetia"	"Actinobacteriota"
"666"	"Acidimicrobiia"	"Actinobacteriota"
"667"	"Bacteroidia"	"Bacteroidota"
"668"	"Gammaproteobacteria"	"Proteobacteria"
"669"	"Thermotogae"	"Thermotogota"
"670"	"Gammaproteobacteria"	"Proteobacteria"
"671"	"Actinomycetia"	"Actinobacteriota"
"672"	"Desulfovibrionia"	"Desulfobacterota"
"673"	"Bacteroidia"	"Bacteroidota"
"674"	"Gammaproteobacteria"	"Proteobacteria"
"675"	"Gammaproteobacteria"	"Proteobacteria"
"676"	"Gammaproteobacteria"	"Proteobacteria"
"677"	"Actinomycetia"	"Actinobacteriota"
"678"	"Gammaproteobacteria"	"Proteobacteria"
"679"	"Bacilli"	"Firmicutes"
"680"	"Gammaproteobacteria"	"Proteobacteria"
"681"	"Gammaproteobacteria"	"Proteobacteria"
"682"	"Alphaproteobacteria"	"Proteobacteria"
"683"	"Alphaproteobacteria"	"Proteobacteria"
"684"	"Campylobacteria"	"Campylobacterota"
"685"	"Bacteroidia"	"Bacteroidota"
"686"	"Coriobacteriia"	"Actinobacteriota"
"687"	"Actinomycetia"	"Actinobacteriota"
"688"	"Coriobacteriia"	"Actinobacteriota"
"689"	"Fusobacteriia"	"Fusobacteriota"
"690"	"Actinomycetia"	"Actinobacteriota"
"691"	"Bacteroidia"	"Bacteroidota"
"692"	"Actinomycetia"	"Actinobacteriota"
"693"	"Actinomycetia"	"Actinobacteriota"
"694"	"Gammaproteobacteria"	"Proteobacteria"
"695"	"Clostridia"	"Firmicutes"
"696"	"Bacteroidia"	"Bacteroidota"
"697"	"Chlamydiia"	"Chlamydiota"
"698"	"Desulfotomaculia"	"Firmicutes"
"699"	"Coriobacteriia"	"Actinobacteriota"
"700"	"Alphaproteobacteria"	"Proteobacteria"
"701"	"Coriobacteriia"	"Actinobacteriota"
"702"	"Bacilli"	"Firmicutes"
"703"	"Desulfovibrionia"	"Desulfobacterota"
"704"	"Actinomycetia"	"Actinobacteriota"
"705"	"Actinomycetia"	"Actinobacteriota"
"706"	"Actinomycetia"	"Actinobacteriota"
"707"	"Fusobacteriia"	"Fusobacteriota"
"708"	"Deinococci"	"Deinococcota"
"709"	"Actinomycetia"	"Actinobacteriota"
"710"	"Alphaproteobacteria"	"Proteobacteria"
"711"	"Alphaproteobacteria"	"Proteobacteria"
"712"	"Actinomycetia"	"Actinobacteriota"
"713"	"Fusobacteriia"	"Fusobacteriota"
"714"	"Bacilli"	"Firmicutes"
"715"	"Desulfotomaculia"	"Firmicutes"
"716"	"Gammaproteobacteria"	"Proteobacteria"
"717"	"Fibrobacteria"	"Fibrobacterota"
"718"	"Bacilli"	"Firmicutes"
"719"	"Gammaproteobacteria"	"Proteobacteria"
"720"	"Gammaproteobacteria"	"Proteobacteria"
"721"	"Actinomycetia"	"Actinobacteriota"
"722"	"Polyangia"	"Myxococcota"
"723"	"Gammaproteobacteria"	"Proteobacteria"
"724"	"Rhodothermia"	"Bacteroidota"
"725"	"Actinomycetia"	"Actinobacteriota"
"726"	"Campylobacteria"	"Campylobacterota"
"727"	"Synergistia"	"Synergistota"
"728"	"Actinomycetia"	"Actinobacteriota"
"729"	"Negativicutes"	"Firmicutes"
"730"	"Actinomycetia"	"Actinobacteriota"
"731"	"Chloroflexia"	"Chloroflexota"
"732"	"Chloroflexia"	"Chloroflexota"
"733"	"Dehalococcoidia"	"Chloroflexota"
"734"	"Bacilli"	"Firmicutes"
"735"	"Gammaproteobacteria"	"Proteobacteria"
"736"	"Bacilli"	"Firmicutes"
"737"	"Thermotogae"	"Thermotogota"
"738"	"Cyanobacteriia"	"Cyanobacteria"
"739"	"Bacilli"	"Firmicutes"
"740"	"Gammaproteobacteria"	"Proteobacteria"
"741"	"Planctomycetia"	"Planctomycetota"
"742"	"Actinomycetia"	"Actinobacteriota"
"743"	"Clostridia"	"Firmicutes"
"744"	"Actinomycetia"	"Actinobacteriota"
"745"	"Thermoleophilia"	"Actinobacteriota"
"746"	"Negativicutes"	"Firmicutes"
"747"	"Actinomycetia"	"Actinobacteriota"
"748"	"Bacilli"	"Firmicutes"
"749"	"Bacilli"	"Firmicutes"
"750"	"Gammaproteobacteria"	"Proteobacteria"
"751"	"Campylobacteria"	"Campylobacterota"
"752"	"Gammaproteobacteria"	"Proteobacteria"
"753"	"Gammaproteobacteria"	"Proteobacteria"
"754"	"Gammaproteobacteria"	"Proteobacteria"
"755"	"Gammaproteobacteria"	"Proteobacteria"
"756"	"Aquificae"	"Aquificota"
"757"	"Thermoanaerobacteria"	"Firmicutes"
"758"	"Gammaproteobacteria"	"Proteobacteria"
"759"	"Deferribacteres"	"Deferribacterota"
"760"	"Gammaproteobacteria"	"Proteobacteria"
"761"	"Actinomycetia"	"Actinobacteriota"
"762"	"Bacilli"	"Firmicutes"
"763"	"Bacilli"	"Firmicutes"
"764"	"Bacilli"	"Firmicutes"
"765"	"Synergistia"	"Synergistota"
"766"	"Verrucomicrobiae"	"Verrucomicrobiota"
"767"	"Bacteroidia"	"Bacteroidota"
"768"	"Desulfobulbia"	"Desulfobacterota"
"769"	"Gammaproteobacteria"	"Proteobacteria"
"770"	"Bacteroidia"	"Bacteroidota"
"771"	"Alphaproteobacteria"	"Proteobacteria"
"772"	"Chlamydiia"	"Chlamydiota"
"773"	"Bacilli"	"Firmicutes"
"774"	"Gammaproteobacteria"	"Proteobacteria"
"775"	"Gammaproteobacteria"	"Proteobacteria"
"776"	"Alphaproteobacteria"	"Proteobacteria"
"777"	"Gammaproteobacteria"	"Proteobacteria"
"778"	"Bacilli"	"Firmicutes"
"779"	"Gammaproteobacteria"	"Proteobacteria"
"780"	"Gammaproteobacteria"	"Proteobacteria"
"781"	"Gammaproteobacteria"	"Proteobacteria"
"782"	"Gammaproteobacteria"	"Proteobacteria"
"783"	"Gammaproteobacteria"	"Proteobacteria"
"784"	"Bacilli"	"Firmicutes"
"785"	"Actinomycetia"	"Actinobacteriota"
"786"	"Bacilli"	"Firmicutes"
"787"	"Bacilli"	"Firmicutes"
"788"	"Bacilli"	"Firmicutes"
"789"	"Gammaproteobacteria"	"Proteobacteria"
"790"	"Gammaproteobacteria"	"Proteobacteria"
"791"	"Bacilli"	"Firmicutes"
"792"	"Bacilli"	"Firmicutes"
"793"	"Gammaproteobacteria"	"Proteobacteria"
"794"	"Bacilli"	"Firmicutes"
"795"	"Bacilli"	"Firmicutes"
"796"	"Bacilli"	"Firmicutes"
"797"	"Bacilli"	"Firmicutes"
"798"	"Chlamydiia"	"Chlamydiota"
"799"	"Chlamydiia"	"Chlamydiota"
"800"	"Gammaproteobacteria"	"Proteobacteria"
"801"	"Gammaproteobacteria"	"Proteobacteria"
"802"	"Bacilli"	"Firmicutes"
"803"	"Gammaproteobacteria"	"Proteobacteria"
"804"	"Gammaproteobacteria"	"Proteobacteria"
"805"	"Bacilli"	"Firmicutes"
"806"	"Bacilli"	"Firmicutes"
"807"	"Bacilli"	"Firmicutes"
"808"	"Gammaproteobacteria"	"Proteobacteria"
"809"	"Gammaproteobacteria"	"Proteobacteria"
"810"	"Gammaproteobacteria"	"Proteobacteria"
"811"	"Bacilli"	"Firmicutes"
"812"	"Bacilli"	"Firmicutes"
"813"	"Gammaproteobacteria"	"Proteobacteria"
"814"	"Alphaproteobacteria"	"Proteobacteria"
"815"	"Alphaproteobacteria"	"Proteobacteria"
"816"	"Gammaproteobacteria"	"Proteobacteria"
"817"	"Gammaproteobacteria"	"Proteobacteria"
"818"	"Gammaproteobacteria"	"Proteobacteria"
"819"	"Gammaproteobacteria"	"Proteobacteria"
"820"	"Alphaproteobacteria"	"Proteobacteria"
"821"	"Alphaproteobacteria"	"Proteobacteria"
"822"	"Alphaproteobacteria"	"Proteobacteria"
"823"	"Gammaproteobacteria"	"Proteobacteria"
"824"	"Desulfovibrionia"	"Desulfobacterota"
"825"	"Bacilli"	"Firmicutes"
"826"	"Actinomycetia"	"Actinobacteriota"
"827"	"Bacilli"	"Firmicutes"
"828"	"Bacteroidia"	"Bacteroidota"
"829"	"Gammaproteobacteria"	"Proteobacteria"
"830"	"Actinomycetia"	"Actinobacteriota"
"831"	"Actinomycetia"	"Actinobacteriota"
"832"	"Alphaproteobacteria"	"Proteobacteria"
"833"	"Clostridia"	"Firmicutes"
"834"	"Bacilli"	"Firmicutes"
"835"	"Bacteroidia"	"Bacteroidota"
"836"	"Alphaproteobacteria"	"Proteobacteria"
"837"	"Polyangia"	"Myxococcota"
"838"	"Gammaproteobacteria"	"Proteobacteria"
"839"	"Chlamydiia"	"Chlamydiota"
"840"	"Chlamydiia"	"Chlamydiota"
"841"	NA	NA
"842"	"Actinomycetia"	"Actinobacteriota"
"843"	"Gammaproteobacteria"	"Proteobacteria"
"844"	"Actinomycetia"	"Actinobacteriota"
"845"	"Gammaproteobacteria"	"Proteobacteria"
"846"	"Gammaproteobacteria"	"Proteobacteria"
"847"	"Gammaproteobacteria"	"Proteobacteria"
"848"	"Gammaproteobacteria"	"Proteobacteria"
"849"	"Alphaproteobacteria"	"Proteobacteria"
"850"	"Gammaproteobacteria"	"Proteobacteria"
"851"	"Clostridia"	"Firmicutes"
"852"	"Bacilli"	"Firmicutes"
"853"	"Gammaproteobacteria"	"Proteobacteria"
"854"	"Bacilli"	"Firmicutes"
"855"	"Rhodothermia"	"Bacteroidota"
"856"	"Gammaproteobacteria"	"Proteobacteria"
"857"	"Gammaproteobacteria"	"Proteobacteria"
"858"	"Chlamydiia"	"Chlamydiota"
"859"	"Alphaproteobacteria"	"Proteobacteria"
"860"	"Actinomycetia"	"Actinobacteriota"
"861"	"Gammaproteobacteria"	"Proteobacteria"
"862"	"Campylobacteria"	"Campylobacterota"
"863"	"Bacilli"	"Firmicutes"
"864"	"Gammaproteobacteria"	"Proteobacteria"
"865"	"Deinococci"	"Deinococcota"
"866"	"Gammaproteobacteria"	"Proteobacteria"
"867"	"Bacilli"	"Firmicutes"
"868"	"Actinomycetia"	"Actinobacteriota"
"869"	"Gammaproteobacteria"	"Proteobacteria"
"870"	"Bacilli"	"Firmicutes"
"871"	"Campylobacteria"	"Campylobacterota"
"872"	"Alphaproteobacteria"	"Proteobacteria"
"873"	"Alphaproteobacteria"	"Proteobacteria"
"874"	"Planctomycetia"	"Planctomycetota"
"875"	"Deinococci"	"Deinococcota"
"876"	"Bacilli"	"Firmicutes"
"877"	"Desulfobulbia"	"Desulfobacterota"
"878"	"Actinomycetia"	"Actinobacteriota"
"879"	"Campylobacteria"	"Campylobacterota"
"880"	"Gammaproteobacteria"	"Proteobacteria"
"881"	"Alphaproteobacteria"	"Proteobacteria"
"882"	"Actinomycetia"	"Actinobacteriota"
"883"	"Actinomycetia"	"Actinobacteriota"
"884"	"Actinomycetia"	"Actinobacteriota"
"885"	"Syntrophomonadia"	"Firmicutes"
"886"	"Deinococci"	"Deinococcota"
"887"	"Bacilli"	"Firmicutes"
"888"	"Chlamydiia"	"Chlamydiota"
"889"	"Bacilli"	"Firmicutes"
"890"	"Gammaproteobacteria"	"Proteobacteria"
"891"	"Leptospirae"	"Spirochaetota"
"892"	"Bacilli"	"Firmicutes"
"893"	"Gammaproteobacteria"	"Proteobacteria"
"894"	"Actinomycetia"	"Actinobacteriota"
"895"	"Chlamydiia"	"Chlamydiota"
"896"	"Chlamydiia"	"Chlamydiota"
"897"	"Chlamydiia"	"Chlamydiota"
"898"	"Chlamydiia"	"Chlamydiota"
"899"	"Chlamydiia"	"Chlamydiota"
"900"	"Actinomycetia"	"Actinobacteriota"
"901"	"Chlamydiia"	"Chlamydiota"
"902"	"Chlamydiia"	"Chlamydiota"
"903"	"Actinomycetia"	"Actinobacteriota"
"904"	"Brachyspirae"	"Spirochaetota"
"905"	"Actinomycetia"	"Actinobacteriota"
"906"	"Gammaproteobacteria"	"Proteobacteria"
"907"	"Bacilli"	"Firmicutes"
"908"	"Alphaproteobacteria"	"Proteobacteria"
"909"	"Thermincolia"	"Firmicutes"
"910"	"Thermoanaerobacteria"	"Firmicutes"
"911"	"Actinomycetia"	"Actinobacteriota"
"912"	"Chlamydiia"	"Chlamydiota"
"913"	"Gammaproteobacteria"	"Proteobacteria"
"914"	"Gammaproteobacteria"	"Proteobacteria"
"915"	NA	NA
"916"	"Bacilli"	"Firmicutes"
"917"	"Gammaproteobacteria"	"Proteobacteria"
"918"	"Bacteroidia"	"Bacteroidota"
"919"	"Campylobacteria"	"Campylobacterota"
"920"	"Gammaproteobacteria"	"Proteobacteria"
"921"	"Alphaproteobacteria"	"Proteobacteria"
"922"	"Dehalococcoidia"	"Chloroflexota"
"923"	"Bacilli"	"Firmicutes"
"924"	"Gammaproteobacteria"	"Proteobacteria"
"925"	"Bacilli"	"Firmicutes"
"926"	"Clostridia"	"Firmicutes"
"927"	"Actinomycetia"	"Actinobacteriota"
"928"	"Brachyspirae"	"Spirochaetota"
"929"	"Coriobacteriia"	"Actinobacteriota"
"930"	"Bacilli"	"Firmicutes"
"931"	"Actinomycetia"	"Actinobacteriota"
"932"	"Desulfarculia"	"Desulfobacterota"
"933"	"Spirochaetia"	"Spirochaetota"
"934"	"Bacteroidia"	"Bacteroidota"
"935"	"Alphaproteobacteria"	"Proteobacteria"
"936"	"Clostridia"	"Firmicutes"
"937"	"Thermosediminibacteria"	"Firmicutes"
"938"	"Actinomycetia"	"Actinobacteriota"
"939"	"Halanaerobiia"	"Firmicutes"
"940"	"Actinomycetia"	"Actinobacteriota"
"941"	"Bacilli"	"Firmicutes"
"942"	"Clostridia"	"Firmicutes"
"943"	"Thermoanaerobacteria"	"Firmicutes"
"944"	"Actinomycetia"	"Actinobacteriota"
"945"	"Gammaproteobacteria"	"Proteobacteria"
"946"	"Clostridia"	"Firmicutes"
"947"	"Bacilli"	"Firmicutes"
"948"	"Thermoanaerobacteria"	"Firmicutes"
"949"	"Bacilli"	"Firmicutes"
"950"	"Gammaproteobacteria"	"Proteobacteria"
"951"	"Gammaproteobacteria"	"Proteobacteria"
"952"	"Gammaproteobacteria"	"Proteobacteria"
"953"	"Gammaproteobacteria"	"Proteobacteria"
"954"	"Endomicrobia"	"Elusimicrobiota"
"955"	"Cloacimonadia"	"Cloacimonadota"
"956"	"Gammaproteobacteria"	"Proteobacteria"
"957"	"Clostridia"	"Firmicutes"
"958"	NA	NA
"959"	"Gammaproteobacteria"	"Proteobacteria"
"960"	"Fibrobacteria"	"Fibrobacterota"
"961"	"Bacilli"	"Firmicutes"
"962"	"Bacilli"	"Firmicutes"
"963"	"Bacilli"	"Firmicutes"
"964"	"Gammaproteobacteria"	"Proteobacteria"
"965"	"Spirochaetia"	"Spirochaetota"
"966"	"Bacilli"	"Firmicutes"
"967"	"Cyanobacteriia"	"Cyanobacteria"
"968"	"Campylobacteria"	"Campylobacterota"
"969"	"Thermoanaerobacteria"	"Firmicutes"
"970"	"Thermotogae"	"Thermotogota"
"971"	"Gammaproteobacteria"	"Proteobacteria"
"972"	"Alphaproteobacteria"	"Proteobacteria"
"973"	"Alphaproteobacteria"	"Proteobacteria"
"974"	"Actinomycetia"	"Actinobacteriota"
"975"	"Alphaproteobacteria"	"Proteobacteria"
"976"	"Gammaproteobacteria"	"Proteobacteria"
"977"	"Bacilli"	"Firmicutes"
"978"	"Gammaproteobacteria"	"Proteobacteria"
"979"	"Bacilli"	"Firmicutes"
"980"	"Gammaproteobacteria"	"Proteobacteria"
"981"	"Campylobacteria"	"Campylobacterota"
"982"	"Bacilli"	"Firmicutes"
"983"	"Campylobacteria"	"Campylobacterota"
"984"	"Campylobacteria"	"Campylobacterota"
"985"	"Campylobacteria"	"Campylobacterota"
"986"	"Campylobacteria"	"Campylobacterota"
"987"	"Gammaproteobacteria"	"Proteobacteria"
"988"	"Actinomycetia"	"Actinobacteriota"
"989"	"Gammaproteobacteria"	"Proteobacteria"
"990"	"Clostridia"	"Firmicutes"
"991"	"Alphaproteobacteria"	"Proteobacteria"
"992"	"Bacteroidia"	"Bacteroidota"
"993"	"Bacteroidia"	"Bacteroidota"
"994"	"Bacteroidia"	"Bacteroidota"
"995"	"Gammaproteobacteria"	"Proteobacteria"
"996"	"Bacteroidia"	"Bacteroidota"
"997"	"Actinomycetia"	"Actinobacteriota"
"998"	"Actinomycetia"	"Actinobacteriota"
"999"	"Actinomycetia"	"Actinobacteriota"
"1000"	"Alphaproteobacteria"	"Proteobacteria"
"1001"	"Alphaproteobacteria"	"Proteobacteria"
"1002"	"Alphaproteobacteria"	"Proteobacteria"
"1003"	"Bacilli"	"Firmicutes"
"1004"	"Alphaproteobacteria"	"Proteobacteria"
"1005"	"Alphaproteobacteria"	"Proteobacteria"
"1006"	"Gammaproteobacteria"	"Proteobacteria"
"1007"	"Gammaproteobacteria"	"Proteobacteria"
"1008"	"Bacilli"	"Firmicutes"
"1009"	"Actinomycetia"	"Actinobacteriota"
"1010"	"Fusobacteriia"	"Fusobacteriota"
"1011"	"Actinomycetia"	"Actinobacteriota"
"1012"	"Bacilli"	"Firmicutes"
"1013"	"Bacilli"	"Firmicutes"
"1014"	"Bacilli"	"Firmicutes"
"1015"	"Cyanobacteriia"	"Cyanobacteria"
"1016"	"Fusobacteriia"	"Fusobacteriota"
"1017"	"Bacteroidia"	"Bacteroidota"
"1018"	"Gammaproteobacteria"	"Proteobacteria"
"1019"	"Clostridia"	"Firmicutes"
"1020"	"Fusobacteriia"	"Fusobacteriota"
"1021"	"Gammaproteobacteria"	"Proteobacteria"
"1022"	"Bacilli"	"Firmicutes"
"1023"	"Actinomycetia"	"Actinobacteriota"
"1024"	"Gammaproteobacteria"	"Proteobacteria"
"1025"	"Alphaproteobacteria"	"Proteobacteria"
"1026"	"Aquificae"	"Aquificota"
"1027"	"Actinomycetia"	"Actinobacteriota"
"1028"	"Bacilli"	"Firmicutes"
"1029"	"Halanaerobiia"	"Firmicutes"
"1030"	"Myxococcia"	"Myxococcota"
"1031"	"Fusobacteriia"	"Fusobacteriota"
"1032"	"Gammaproteobacteria"	"Proteobacteria"
"1033"	"Gammaproteobacteria"	"Proteobacteria"
"1034"	"Planctomycetia"	"Planctomycetota"
"1035"	"Bacilli"	"Firmicutes"
"1036"	"Gammaproteobacteria"	"Proteobacteria"
"1037"	"Gammaproteobacteria"	"Proteobacteria"
"1038"	"Actinomycetia"	"Actinobacteriota"
"1039"	"Bacilli"	"Firmicutes"
"1040"	"Alphaproteobacteria"	"Proteobacteria"
"1041"	"Desulfovibrionia"	"Desulfobacterota"
"1042"	"Actinomycetia"	"Actinobacteriota"
"1043"	"Gammaproteobacteria"	"Proteobacteria"
"1044"	"Actinomycetia"	"Actinobacteriota"
"1045"	"Thermoanaerobacteria"	"Firmicutes"
"1046"	"Thermoanaerobacteria"	"Firmicutes"
"1047"	"Bacteroidia"	"Bacteroidota"
"1048"	"Halanaerobiia"	"Firmicutes"
"1049"	"Gammaproteobacteria"	"Proteobacteria"
"1050"	"Spirochaetia"	"Spirochaetota"
"1051"	"Spirochaetia"	"Spirochaetota"
"1052"	"Thermoanaerobacteria"	"Firmicutes"
"1053"	"Thermoanaerobacteria"	"Firmicutes"
"1054"	NA	NA
"1055"	"Gammaproteobacteria"	"Proteobacteria"
"1056"	"Gammaproteobacteria"	"Proteobacteria"
"1057"	"Bacilli"	"Firmicutes"
"1058"	"Bacilli"	"Firmicutes"
"1059"	"Bacilli"	"Firmicutes"
"1060"	"Bacilli"	"Firmicutes"
"1061"	"Bacilli"	"Firmicutes"
"1062"	"Gammaproteobacteria"	"Proteobacteria"
"1063"	"Gammaproteobacteria"	"Proteobacteria"
"1064"	"Bacilli"	"Firmicutes"
"1065"	"Campylobacteria"	"Campylobacterota"
"1066"	"Bacilli"	"Firmicutes"
"1067"	"Gammaproteobacteria"	"Proteobacteria"
"1068"	"Alphaproteobacteria"	"Proteobacteria"
"1069"	"Alphaproteobacteria"	"Proteobacteria"
"1070"	"Alphaproteobacteria"	"Proteobacteria"
"1071"	"Bacilli"	"Firmicutes"
"1072"	"Bacilli"	"Firmicutes"
"1073"	"Alphaproteobacteria"	"Proteobacteria"
"1074"	"Alphaproteobacteria"	"Proteobacteria"
"1075"	"Thermoanaerobacteria"	"Firmicutes"
"1076"	"Gammaproteobacteria"	"Proteobacteria"
"1077"	"Gammaproteobacteria"	"Proteobacteria"
"1078"	"Alphaproteobacteria"	"Proteobacteria"
"1079"	"Gammaproteobacteria"	"Proteobacteria"
"1080"	"Gammaproteobacteria"	"Proteobacteria"
"1081"	"Desulfovibrionia"	"Desulfobacterota"
"1082"	"Actinomycetia"	"Actinobacteriota"
"1083"	"Bacilli"	"Firmicutes"
"1084"	"Actinomycetia"	"Actinobacteriota"
"1085"	"Actinomycetia"	"Actinobacteriota"
"1086"	"Chrysiogenetes"	"Chrysiogenota"
"1087"	"Actinomycetia"	"Actinobacteriota"
"1088"	"Clostridia"	"Firmicutes"
"1089"	"Bacilli"	"Firmicutes"
"1090"	"Gammaproteobacteria"	"Proteobacteria"
"1091"	"Clostridia"	"Firmicutes"
"1092"	"Gammaproteobacteria"	"Proteobacteria"
"1093"	"Campylobacteria"	"Campylobacterota"
"1094"	"Acidobacteriae"	"Acidobacteriota"
"1095"	"Acidobacteriae"	"Acidobacteriota"
"1096"	"Gammaproteobacteria"	"Proteobacteria"
"1097"	"Bacilli"	"Firmicutes"
"1098"	"Cyanobacteriia"	"Cyanobacteria"
"1099"	"Actinomycetia"	"Actinobacteriota"
"1100"	"Clostridia"	"Firmicutes"
"1101"	"Acidobacteriae"	"Acidobacteriota"
"1102"	"Bacilli"	"Firmicutes"
"1103"	"Alphaproteobacteria"	"Proteobacteria"
"1104"	"Bacilli"	"Firmicutes"
"1105"	"Bacilli"	"Firmicutes"
"1106"	"Gammaproteobacteria"	"Proteobacteria"
"1107"	"Bacteroidia"	"Bacteroidota"
"1108"	"Bacteroidia"	"Bacteroidota"
"1109"	"Bacilli"	"Firmicutes"
"1110"	"Gammaproteobacteria"	"Proteobacteria"
"1111"	"Gammaproteobacteria"	"Proteobacteria"
"1112"	"Bacilli"	"Firmicutes"
"1113"	"Bacilli"	"Firmicutes"
"1114"	"Deferribacteres"	"Deferribacterota"
"1115"	"Bacteroidia"	"Bacteroidota"
"1116"	"Gammaproteobacteria"	"Proteobacteria"
"1117"	"Alphaproteobacteria"	"Proteobacteria"
"1118"	"Campylobacteria"	"Campylobacterota"
"1119"	"Deinococci"	"Deinococcota"
"1120"	"Gammaproteobacteria"	"Proteobacteria"
"1121"	"Gammaproteobacteria"	"Proteobacteria"
"1122"	"Campylobacteria"	"Campylobacterota"
