EC number	Scoring Based on Function
4.2.1.25	1
4.2.1.B26	1
4.2.1.26	1
4.2.1.B27	1
4.2.1.27	1
4.2.1.28	1
4.2.1.B28	1
4.2.1.29	1
4.2.1.B29	1
4.2.1.30	1
4.2.1.31	1
4.2.1.32	1
4.2.1.33	1
4.2.1.34	1
4.2.1.35	1
4.2.1.36	1
4.2.1.37	1
4.2.1.38	1
4.2.1.39	1
4.2.1.40	1
4.2.1.41	1
4.2.1.42	1
4.2.1.43	1
4.2.1.44	1
4.2.1.45	1
4.2.1.46	1
4.2.1.47	1
4.2.1.48	1
4.2.1.49	1
4.2.1.50	1
4.2.1.51	1
4.2.1.52	1
4.2.1.53	1
4.2.1.54	1
4.2.1.55	1
4.2.1.56	1
4.2.1.57	1
4.2.1.58	1
4.2.1.59	1
4.2.1.60	1
4.2.1.61	1
4.2.1.62	1
4.2.1.63	1
4.2.1.64	1
4.2.1.65	1
4.2.1.66	1
4.2.1.67	1
4.2.1.68	0.5
4.2.1.69	1
4.2.1.70	1
4.2.1.71	1
4.2.1.72	1
4.2.1.73	1
4.2.1.74	1
4.2.1.75	1
4.2.1.76	1
4.2.1.77	1
4.2.1.78	1
4.2.1.79	1
4.2.1.80	1
4.2.1.81	1
4.2.1.82	1
4.2.1.83	1
4.2.1.84	1
4.2.1.85	1
4.2.1.86	1
4.2.1.87	1
4.2.1.88	1
4.2.1.89	1
4.2.1.90	1
4.2.1.91	1
4.2.1.92	1
4.2.1.93	1
4.2.1.94	1
4.2.1.95	1
4.2.1.96	1
4.2.1.97	1
4.2.1.98	1
4.2.1.99	1
4.2.1.100	1
4.2.1.101	1
4.2.1.102	1
4.2.1.103	1
4.2.1.104	1
4.2.1.105	1
4.2.1.106	1
4.2.1.107	1
4.2.1.108	1
4.2.1.109	1
4.2.1.110	1
4.2.1.111	1
4.2.1.112	1
4.2.1.113	1
4.2.1.114	1
4.2.1.115	1
4.2.1.116	1
4.2.1.117	1
4.2.1.118	1
4.2.1.119	1
4.2.1.120	1
4.2.1.121	1
4.2.1.122	1
4.2.1.123	1
4.2.1.124	1
4.2.1.125	1
4.2.1.126	1
4.2.1.127	1
4.2.1.128	1
4.2.1.129	1
4.2.1.130	1
4.2.1.131	1
4.2.1.132	1
4.2.1.133	1
4.2.1.134	1
4.2.1.135	1
4.2.1.136	1
4.2.1.137	1
4.2.1.138	1
4.2.1.139	1
4.2.1.140	1
4.2.1.141	1
4.2.1.142	1
4.2.1.143	1
4.2.1.144	1
4.2.1.145	1
4.2.1.146	1
4.2.1.147	1
4.2.1.148	1
4.2.1.149	1
4.2.1.150	1
4.2.1.151	1
4.2.1.152	1
4.2.1.153	1
4.2.1.154	1
4.2.1.155	1
4.2.1.156	1
4.2.1.157	1
4.2.1.158	1
4.2.1.159	1
4.2.1.160	1
4.2.1.161	1
4.2.1.162	1
4.2.1.163	1
4.2.1.164	1
4.2.1.165	1
4.2.1.166	1
4.2.1.167	1
4.2.1.168	1
4.2.1.169	1
4.2.1.170	1
4.2.1.171	1
4.2.1.172	1
4.2.1.173	1
4.2.1.174	1
4.2.1.175	1
4.2.2.1	1
4.2.2.2	5
4.2.2.3	5
4.2.2.4	1
4.2.2.5	1
4.2.2.B6	1
4.2.2.6	1
4.2.2.7	1
4.2.2.B7	1
4.2.2.8	1
4.2.2.9	1
4.2.2.10	5
4.2.2.11	5
4.2.2.12	5
4.2.2.13	1
4.2.2.14	1
4.2.2.15	1
4.2.2.16	1
4.2.2.17	1
4.2.2.18	5
4.2.2.19	1
4.2.2.20	1
4.2.2.21	1
4.2.2.22	1
4.2.2.23	1
4.2.2.24	1
4.2.2.25	5
4.2.2.26	1
4.2.2.27	1
4.2.3.1	1
4.2.3.2	1
4.2.3.3	1
4.2.3.4	1
4.2.3.5	1
4.2.3.6	1
4.2.3.7	1
4.2.3.8	1
4.2.3.9	1
4.2.3.10	1
4.2.3.11	1
4.2.3.12	1
4.2.3.13	1
4.2.3.14	1
4.2.3.15	1
4.2.3.16	1
4.2.3.B17	1
4.2.3.17	1
4.2.3.B18	1
4.2.3.18	1
4.2.3.B19	1
4.2.3.19	1
4.2.3.20	1
4.2.3.21	1
4.2.3.22	1
4.2.3.23	1
4.2.3.B23	1
4.2.3.24	1
4.2.3.B25	1
4.2.3.25	1
4.2.3.26	1
4.2.3.B26	1
4.2.3.27	1
4.2.3.B27	1
4.2.3.28	1
4.2.3.B28	1
4.2.3.B29	1
4.2.3.29	1
4.2.3.B30	1
4.2.3.30	1
4.2.3.31	1
4.2.3.B31	1
4.2.3.B32	1
4.2.3.32	1
4.2.3.B33	1
4.2.3.33	1
4.2.3.B34	1
4.2.3.34	1
4.2.3.B35	1
4.2.3.35	1
4.2.3.B36	1
4.2.3.36	1
4.2.3.37	1
4.2.3.38	1
4.2.3.39	1
4.2.3.B40	1
4.2.3.40	1
4.2.3.41	1
4.2.3.42	1
4.2.3.43	1
4.2.3.44	1
4.2.3.45	1
4.2.3.46	1
4.2.3.47	1
4.2.3.48	1
4.2.3.49	1
4.2.3.50	1
4.2.3.51	1
4.2.3.52	1
4.2.3.53	1
4.2.3.54	1
4.2.3.55	1
4.2.3.56	1
4.2.3.57	1
4.2.3.58	1
4.2.3.59	1
4.2.3.60	1
4.2.3.61	1
4.2.3.62	1
4.2.3.63	1
4.2.3.64	1
4.2.3.65	1
4.2.3.66	1
4.2.3.B66	1
4.2.3.B67	1
4.2.3.67	1
4.2.3.68	1
4.2.3.B68	1
4.2.3.69	1
4.2.3.B69	1
4.2.3.B70	1
4.2.3.70	1
4.2.3.71	1
4.2.3.72	1
4.2.3.73	1
4.2.3.74	1
4.2.3.75	1
4.2.3.76	1
4.2.3.77	1
4.2.3.78	1
4.2.3.79	1
4.2.3.80	1
4.2.3.81	1
4.2.3.82	1
4.2.3.83	1
4.2.3.84	1
4.2.3.85	1
4.2.3.86	1
4.2.3.87	1
4.2.3.88	1
4.2.3.89	1
4.2.3.90	1
4.2.3.91	1
4.2.3.92	1
4.2.3.93	1
4.2.3.94	1
4.2.3.95	1
4.2.3.96	1
4.2.3.97	1
4.2.3.98	1
4.2.3.99	1
4.2.3.100	1
4.2.3.101	1
4.2.3.102	1
4.2.3.103	1
4.2.3.104	1
4.2.3.105	1
4.2.3.106	1
4.2.3.107	1
4.2.3.108	1
4.2.3.109	1
4.2.3.110	1
4.2.3.111	1
4.2.3.112	1
4.2.3.113	1
4.2.3.114	1
4.2.3.115	1
4.2.3.116	1
4.2.3.117	1
4.2.3.118	1
4.2.3.119	1
4.2.3.120	1
4.2.3.121	1
4.2.3.122	1
4.2.3.123	1
4.2.3.124	1
4.2.3.125	1
4.2.3.126	1
4.2.3.127	1
4.2.3.128	1
4.2.3.129	1
4.2.3.130	1
4.2.3.131	1
4.2.3.132	1
4.2.3.133	1
4.2.3.134	1
4.2.3.135	1
4.2.3.136	1
4.2.3.137	1
4.2.3.138	1
4.2.3.139	1
4.2.3.140	1
4.2.3.141	1
4.2.3.142	1
4.2.3.143	1
4.2.3.144	1
4.2.3.145	1
4.2.3.146	1
4.2.3.147	1
4.2.3.148	1
4.2.3.149	1
4.2.3.150	1
4.2.3.151	1
4.2.3.152	1
4.2.3.153	1
4.2.3.154	1
4.2.3.155	1
4.2.3.156	1
4.2.3.157	1
4.2.3.158	1
4.2.3.159	1
4.2.3.160	1
4.2.3.161	1
4.2.3.162	1
4.2.3.163	1
4.2.3.164	1
4.2.3.165	1
4.2.3.166	1
4.2.3.167	1
4.2.3.168	1
4.2.3.169	1
4.2.3.170	1
4.2.3.171	1
4.2.3.172	1
4.2.3.173	1
4.2.3.174	1
4.2.3.175	1
4.2.3.176	1
4.2.3.177	1
4.2.3.178	1
4.2.3.179	1
4.2.3.180	1
4.2.3.181	1
4.2.3.182	1
4.2.3.183	1
4.2.3.184	1
4.2.3.185	1
4.2.3.186	1
4.2.3.187	1
4.2.3.188	1
4.2.3.189	1
4.2.3.190	1
4.2.3.191	1
4.2.3.192	1
4.2.3.193	1
4.2.3.194	1
4.2.3.195	1
4.2.3.196	1
4.2.3.197	1
4.2.3.198	1
4.2.3.199	1
4.2.3.200	1
4.2.3.201	1
4.2.3.202	1
4.2.3.203	1
4.2.3.204	1
4.2.3.205	1
4.2.99.B1	1
4.2.99.1	1
4.2.99.2	1
4.2.99.3	1
4.2.99.4	1
4.2.99.5	1
4.2.99.6	1
4.2.99.7	1
4.2.99.8	1
4.2.99.9	1
4.2.99.10	1
4.2.99.11	1
4.2.99.12	1
4.2.99.13	1
4.2.99.14	1
4.2.99.15	1
4.2.99.16	1
4.2.99.17	1
4.2.99.18	1
4.2.99.19	1
4.2.99.20	1
4.2.99.21	1
4.2.99.22	1
4.2.99.23	1
4.2.99.24	1
4.3.1.1	1
4.3.1.B2	1
4.3.1.2	1
4.3.1.3	1
4.3.1.4	1
4.3.1.5	1
4.3.1.6	1
4.3.1.7	1
4.3.1.8	1
4.3.1.9	1
4.3.1.10	1
4.3.1.11	1
4.3.1.12	1
4.3.1.13	1
4.3.1.14	1
4.3.1.15	1
4.3.1.16	1
4.3.1.17	1
4.3.1.18	1
4.3.1.19	1
4.3.1.20	1
4.3.1.21	1
4.3.1.22	1
4.3.1.23	1
4.3.1.24	1
4.3.1.25	1
4.3.1.26	1
4.3.1.27	1
4.3.1.28	1
4.3.1.29	1
4.3.1.30	1
4.3.1.31	1
4.3.1.32	1
4.3.2.1	1
4.3.2.2	1
4.3.2.3	1
4.3.2.4	1
4.3.2.5	1
4.3.2.6	1
4.3.2.7	1
4.3.2.8	1
4.3.2.9	1
4.3.2.10	1
4.3.3.1	1
4.3.3.2	1
4.3.3.3	1
4.3.3.4	1
4.3.3.5	1
4.3.3.6	1
4.3.3.7	1
4.3.99.1	1
4.3.99.2	1
4.3.99.3	1
4.3.99.4	1
4.4.1.1	1
4.4.1.B1	1
4.4.1.2	1
4.4.1.3	1
4.4.1.4	1
4.4.1.5	1
4.4.1.6	1
4.4.1.7	1
4.4.1.8	1
4.4.1.9	1
4.4.1.10	1
4.4.1.11	1
4.4.1.12	1
4.4.1.13	5
4.4.1.14	1
4.4.1.15	1
4.4.1.16	1
4.4.1.17	1
4.4.1.18	1
4.4.1.19	1
4.4.1.20	1
4.4.1.21	1
4.4.1.22	1
4.4.1.23	1
4.4.1.24	1
4.4.1.25	1
4.4.1.26	1
4.4.1.27	1
4.4.1.28	1
4.4.1.29	1
4.4.1.30	1
4.4.1.31	1
4.4.1.32	1
4.4.1.33	1
4.4.1.34	1
4.4.1.35	1
4.4.1.36	1
4.4.1.37	1
4.5.1.1	1
4.5.1.B1	1
4.5.1.2	1
4.5.1.3	1
4.5.1.4	1
4.5.1.5	1
4.6.1.1	1
4.6.1.2	1
4.6.1.3	1
4.6.1.4	1
4.6.1.5	1
4.6.1.6	1
4.6.1.7	1
4.6.1.8	1
4.6.1.9	1
4.6.1.10	1
4.6.1.11	1
4.6.1.12	1
4.6.1.13	5
4.6.1.14	1
4.6.1.15	1
4.6.1.16	1
4.6.1.17	1
4.6.1.18	1
4.6.1.19	1
4.6.1.20	1
4.6.1.21	1
4.6.1.22	1
4.6.1.23	1
4.6.1.24	1
4.6.1.25	1
4.7.1.1	1
4.99.1.1	1
4.99.1.2	1
4.99.1.B2	1
4.99.1.3	1
4.99.1.4	1
4.99.1.5	1
4.99.1.6	1
4.99.1.7	1
4.99.1.8	1
4.99.1.9	1
4.99.1.10	1
4.99.1.11	1
4.99.1.12	1
5.1.1.1	1
5.1.1.2	1
5.1.1.3	1
5.1.1.4	1
5.1.1.5	1
5.1.1.6	1
5.1.1.7	1
5.1.1.8	1
5.1.1.9	1
5.1.1.10	1
5.1.1.11	1
5.1.1.12	1
5.1.1.13	1
5.1.1.14	1
5.1.1.15	1
5.1.1.16	1
5.1.1.17	1
5.1.1.18	1
5.1.1.19	1
5.1.1.20	1
5.1.1.21	1
5.1.1.22	1
5.1.1.23	1
5.1.1.24	1
5.1.2.1	1
5.1.2.2	1
5.1.2.3	1
5.1.2.4	1
5.1.2.5	1
5.1.2.6	1
5.1.2.7	1
5.1.3.B1	1
5.1.3.1	0.5
5.1.3.2	0.5
5.1.3.3	1
5.1.3.4	1
5.1.3.5	1
5.1.3.6	1
5.1.3.7	1
5.1.3.8	1
5.1.3.9	1
5.1.3.10	1
5.1.3.11	1
5.1.3.B12	1
5.1.3.12	1
5.1.3.13	1
5.1.3.14	1
5.1.3.15	1
5.1.3.16	1
5.1.3.17	1
5.1.3.18	1
5.1.3.19	1
5.1.3.20	1
5.1.3.21	1
5.1.3.22	1
5.1.3.23	1
5.1.3.24	1
5.1.3.25	1
5.1.3.26	1
5.1.3.27	1
5.1.3.28	1
5.1.3.29	1
5.1.3.30	1
5.1.3.31	1
5.1.3.32	1
5.1.3.33	1
5.1.3.34	1
5.1.3.35	1
5.1.3.36	1
5.1.3.37	1
5.1.3.38	1
5.1.3.39	1
5.1.3.40	1
5.1.3.41	1
5.1.3.42	1
5.1.3.43	1
5.1.3.44	1
5.1.99.1	1
5.1.99.2	1
5.1.99.3	1
5.1.99.4	1
5.1.99.5	1
5.1.99.6	1
5.1.99.7	1
5.1.99.8	1
5.2.1.1	1
5.2.1.2	1
5.2.1.3	1
5.2.1.B4	1
5.2.1.4	1
5.2.1.5	1
5.2.1.6	1
5.2.1.7	1
5.2.1.8	1
5.2.1.9	1
5.2.1.10	1
5.2.1.11	1
5.2.1.12	1
5.2.1.13	1
5.2.1.14	1
5.3.1.1	0.5
5.3.1.2	1
5.3.1.3	1
5.3.1.B3	1
5.3.1.B4	1
5.3.1.4	1
5.3.1.5	5
5.3.1.6	0.5
5.3.1.7	1
5.3.1.8	1
5.3.1.9	0.5
5.3.1.10	1
5.3.1.11	1
5.3.1.12	1
5.3.1.13	1
5.3.1.14	1
5.3.1.15	1
5.3.1.16	1
5.3.1.17	1
5.3.1.18	1
5.3.1.19	1
5.3.1.20	1
5.3.1.21	1
5.3.1.22	1
5.3.1.23	1
5.3.1.24	1
5.3.1.25	1
5.3.1.26	1
5.3.1.27	1
5.3.1.28	1
5.3.1.29	1
5.3.1.30	1
5.3.1.31	1
5.3.1.32	1
5.3.1.33	1
5.3.1.34	1
5.3.1.35	1
5.3.1.36	1
5.3.2.1	1
5.3.2.2	1
5.3.2.3	1
5.3.2.4	1
5.3.2.5	1
5.3.2.6	1
5.3.2.7	1
5.3.2.8	1
5.3.3.1	1
5.3.3.2	1
5.3.3.B2	1
5.3.3.3	1
5.3.3.4	1
5.3.3.5	1
5.3.3.6	1
5.3.3.7	1
5.3.3.8	1
5.3.3.9	1
5.3.3.10	1
5.3.3.11	1
5.3.3.12	1
5.3.3.13	1
5.3.3.14	1
5.3.3.15	1
5.3.3.16	1
5.3.3.17	1
5.3.3.18	1
5.3.3.19	1
5.3.3.20	1
5.3.3.21	1
5.3.3.22	1
5.3.4.1	1
5.3.99.1	1
5.3.99.2	1
5.3.99.3	1
5.3.99.4	1
5.3.99.5	1
5.3.99.6	1
5.3.99.7	1
5.3.99.8	1
5.3.99.9	1
5.3.99.10	1
5.3.99.11	1
5.4.1.1	1
5.4.1.2	1
5.4.1.3	1
5.4.1.4	1
5.4.2.1	1
5.4.2.2	0.5
5.4.2.3	1
5.4.2.4	1
5.4.2.5	1
5.4.2.6	1
5.4.2.7	1
5.4.2.8	1
5.4.2.9	1
5.4.2.10	1
5.4.2.11	1
5.4.2.12	0.5
5.4.2.13	1
5.4.3.1	1
5.4.3.2	1
5.4.3.3	1
5.4.3.4	1
5.4.3.5	1
5.4.3.6	1
5.4.3.7	1
5.4.3.8	1
5.4.3.9	1
5.4.3.10	1
5.4.3.11	1
5.4.4.1	1
5.4.4.2	1
5.4.4.3	1
5.4.4.4	1
5.4.4.5	1
5.4.4.6	1
5.4.4.7	1
5.4.4.8	1
5.4.99.1	1
5.4.99.2	1
5.4.99.B2	1
5.4.99.3	1
5.4.99.4	1
5.4.99.B4	1
5.4.99.5	1
5.4.99.6	1
5.4.99.7	1
5.4.99.8	1
5.4.99.9	0.5
5.4.99.10	1
5.4.99.11	1
5.4.99.12	0.5
5.4.99.13	1
5.4.99.14	1
5.4.99.15	1
5.4.99.16	1
5.4.99.17	1
5.4.99.18	1
5.4.99.19	1
5.4.99.20	1
5.4.99.21	1
5.4.99.22	1
5.4.99.B22	1
5.4.99.23	1
5.4.99.24	1
5.4.99.B25	1
5.4.99.25	1
5.4.99.26	1
5.4.99.27	1
5.4.99.28	0.5
5.4.99.29	1
5.4.99.30	1
5.4.99.31	1
5.4.99.32	1
5.4.99.33	1
5.4.99.34	1
5.4.99.35	1
5.4.99.36	1
5.4.99.37	1
5.4.99.38	1
5.4.99.B38	1
5.4.99.39	1
5.4.99.B39	1
5.4.99.40	1
5.4.99.B40	1
5.4.99.41	1
5.4.99.B41	1
5.4.99.42	1
5.4.99.43	1
5.4.99.44	1
5.4.99.45	1
5.4.99.46	1
5.4.99.47	1
5.4.99.48	1
5.4.99.49	1
5.4.99.50	1
5.4.99.51	1
5.4.99.52	1
5.4.99.53	1
5.4.99.54	1
5.4.99.55	1
5.4.99.56	1
5.4.99.57	1
5.4.99.58	1
5.4.99.59	1
5.4.99.60	1
5.4.99.61	1
5.4.99.62	1
5.4.99.63	1
5.4.99.64	1
5.4.99.65	1
5.4.99.66	1
5.4.99.67	1
5.5.1.1	1
5.5.1.2	1
5.5.1.3	1
5.5.1.4	1
5.5.1.5	1
5.5.1.6	1
5.5.1.B6	1
5.5.1.7	1
5.5.1.B7	1
5.5.1.8	1
5.5.1.9	1
5.5.1.10	1
5.5.1.11	1
5.5.1.12	1
5.5.1.13	1
5.5.1.14	1
5.5.1.15	1
5.5.1.16	1
5.5.1.17	1
5.5.1.18	1
5.5.1.19	1
5.5.1.20	1
5.5.1.21	1
5.5.1.22	1
5.5.1.23	1
5.5.1.24	1
5.5.1.25	1
5.5.1.26	1
5.5.1.27	1
5.5.1.28	1
5.5.1.29	1
5.5.1.30	1
5.5.1.31	1
5.5.1.32	1
5.5.1.33	1
5.5.1.34	1
5.5.1.35	1
5.6.1.1	1
5.6.1.2	1
5.6.1.3	1
5.6.1.4	1
5.6.1.5	1
5.6.1.6	1
5.6.1.7	1
5.6.1.8	1
5.6.1.9	1
5.6.2.1	1
5.6.2.B2	1
5.6.2.2	5
5.99.1.1	1
5.99.1.2	1
5.99.1.3	1
5.99.1.4	1
6.1.1.1	0.5
6.1.1.2	0.5
6.1.1.B3	1
6.1.1.3	0.5
6.1.1.4	0.5
6.1.1.5	0.3
6.1.1.6	0.5
6.1.1.7	0.3
6.1.1.8	1
6.1.1.9	0.5
6.1.1.10	0.5
6.1.1.11	0.3
6.1.1.12	0.5
6.1.1.13	1
6.1.1.14	0.5
6.1.1.15	0.5
6.1.1.16	0.3
6.1.1.17	0.5
6.1.1.18	1
6.1.1.19	0.3
6.1.1.20	0.3
6.1.1.21	0.5
6.1.1.22	0.5
6.1.1.23	1
6.1.1.24	1
6.1.1.25	1
6.1.1.26	1
6.1.1.27	1
6.1.2.1	1
6.1.2.2	1
6.1.3.1	1
6.2.1.1	1
6.2.1.B1	1
6.2.1.2	1
6.2.1.3	1
6.2.1.B3	1
6.2.1.B4	1
6.2.1.4	1
6.2.1.B5	1
6.2.1.5	1
6.2.1.6	1
6.2.1.7	1
6.2.1.8	1
6.2.1.9	1
6.2.1.B10	1
6.2.1.10	1
6.2.1.11	1
6.2.1.B11	1
6.2.1.12	1
6.2.1.B13	1
6.2.1.13	1
6.2.1.14	1
6.2.1.15	1
6.2.1.16	1
6.2.1.17	1
6.2.1.18	1
6.2.1.19	1
6.2.1.20	1
6.2.1.21	1
6.2.1.22	1
6.2.1.23	1
6.2.1.24	1
6.2.1.25	1
6.2.1.26	1
6.2.1.27	1
6.2.1.28	1
6.2.1.29	1
6.2.1.30	1
6.2.1.31	1
6.2.1.32	1
6.2.1.33	1
6.2.1.34	1
6.2.1.35	1
6.2.1.36	1
6.2.1.37	1
6.2.1.38	1
6.2.1.39	1
6.2.1.40	1
6.2.1.41	1
6.2.1.42	1
6.2.1.43	1
6.2.1.44	1
6.2.1.45	1
6.2.1.46	1
6.2.1.47	1
6.2.1.48	1
6.2.1.49	1
6.2.1.50	1
6.2.1.51	1
6.2.1.52	1
6.2.1.53	1
6.2.1.54	1
6.2.1.55	1
6.2.1.56	1
6.2.1.57	1
6.2.1.58	1
6.2.1.59	1
6.2.1.60	1
6.2.1.61	1
6.2.1.62	1
6.2.1.63	1
6.2.1.64	1
6.2.1.65	1
6.2.2.1	1
6.2.2.2	1
6.2.2.3	1
6.3.1.1	1
6.3.1.2	1
6.3.1.3	1
6.3.1.4	1
6.3.1.5	1
6.3.1.6	1
6.3.1.7	1
6.3.1.8	1
6.3.1.9	1
6.3.1.10	1
6.3.1.11	1
6.3.1.12	1
6.3.1.13	1
6.3.1.14	1
6.3.1.15	1
6.3.1.16	1
6.3.1.17	1
6.3.1.18	1
6.3.1.19	1
6.3.1.20	0.5
6.3.2.B1	1
6.3.2.1	1
6.3.2.2	1
6.3.2.B2	1
6.3.2.3	1
6.3.2.B3	1
6.3.2.4	1
6.3.2.B4	1
6.3.2.5	1
6.3.2.6	1
6.3.2.7	1
6.3.2.8	1
6.3.2.9	1
6.3.2.B10	1
6.3.2.10	1
6.3.2.B11	1
6.3.2.11	1
6.3.2.12	1
6.3.2.B12	1
6.3.2.13	1
6.3.2.14	1
6.3.2.B15	1
6.3.2.15	1
6.3.2.16	1
6.3.2.B16	1
6.3.2.17	1
6.3.2.18	1
6.3.2.19	1
6.3.2.B19	1
6.3.2.20	1
6.3.2.21	1
6.3.2.22	1
6.3.2.B23	1
6.3.2.23	1
6.3.2.B24	1
6.3.2.24	1
6.3.2.25	1
6.3.2.26	1
6.3.2.27	1
6.3.2.28	1
6.3.2.29	1
6.3.2.30	1
6.3.2.31	1
6.3.2.32	1
6.3.2.33	1
6.3.2.34	1
6.3.2.35	1
6.3.2.36	1
6.3.2.37	1
6.3.2.38	1
6.3.2.39	1
6.3.2.40	1
6.3.2.41	1
6.3.2.42	1
6.3.2.43	1
6.3.2.44	1
6.3.2.45	1
6.3.2.46	1
6.3.2.47	1
6.3.2.48	1
6.3.2.49	1
6.3.2.50	1
6.3.2.51	1
6.3.2.52	1
6.3.2.53	1
6.3.2.54	1
6.3.2.55	1
6.3.2.56	1
6.3.2.57	1
6.3.2.58	1
6.3.3.1	1
6.3.3.2	0.5
6.3.3.3	1
6.3.3.4	1
6.3.3.5	1
6.3.3.6	1
6.3.3.7	1
6.3.4.1	1
6.3.4.2	0.3
6.3.4.3	1
6.3.4.4	1
6.3.4.5	1
6.3.4.6	1
6.3.4.7	1
6.3.4.8	1
6.3.4.9	1
6.3.4.10	1
6.3.4.11	1
6.3.4.12	1
6.3.4.13	1
6.3.4.14	1
6.3.4.15	1
6.3.4.16	1
6.3.4.17	1
6.3.4.18	1
6.3.4.19	0.5
6.3.4.20	1
6.3.4.21	1
6.3.4.22	1
6.3.4.23	1
6.3.4.24	1
6.3.5.1	1
6.3.5.2	1
6.3.5.3	1
6.3.5.4	1
6.3.5.5	1
6.3.5.6	1
6.3.5.7	1
6.3.5.8	1
6.3.5.9	1
6.3.5.10	1
6.3.5.11	1
6.3.5.12	1
6.3.5.13	1
6.4.1.1	5
6.4.1.2	1
6.4.1.3	1
6.4.1.4	1
6.4.1.5	1
6.4.1.6	1
6.4.1.7	1
6.4.1.8	1
6.4.1.9	1
6.5.1.B1	1
6.5.1.1	5
6.5.1.2	0.5
6.5.1.B3	1
6.5.1.3	1
6.5.1.4	1
6.5.1.5	1
6.5.1.6	1
6.5.1.7	1
6.5.1.8	1
6.5.1.9	1
6.6.1.1	1
6.6.1.2	1
6.6.99.99	1
7.1.1.1	1
7.1.1.2	1
7.1.1.3	1
7.1.1.4	1
7.1.1.5	1
7.1.1.6	1
7.1.1.7	1
7.1.1.8	1
7.1.1.9	5
7.1.2.1	1
7.1.2.2	5
7.1.3.1	1
7.2.1.1	1
7.2.1.2	1
7.2.1.3	1
7.2.2.1	1
7.2.2.2	1
7.2.2.3	1
7.2.2.4	1
7.2.2.5	1
7.2.2.6	1
7.2.2.7	1
7.2.2.8	1
7.2.2.9	1
7.2.2.10	1
7.2.2.11	1
7.2.2.12	1
7.2.2.13	1
7.2.2.14	1
7.2.2.15	1
7.2.2.16	1
7.2.2.17	1
7.2.2.18	1
7.2.2.19	1
7.2.2.20	1
7.2.2.21	1
7.2.4.1	1
7.2.4.2	1
7.2.4.3	1
7.2.4.4	1
7.2.4.5	1
7.3.2.1	0.5
7.3.2.2	1
7.3.2.3	1
7.3.2.4	1
7.3.2.5	1
7.3.2.6	1
7.3.2.7	1
7.4.2.1	1
7.4.2.2	1
7.4.2.3	1
7.4.2.4	1
7.4.2.5	5
7.4.2.6	0.5
7.4.2.7	1
7.4.2.8	0.5
7.4.2.9	1
7.4.2.10	1
7.4.2.11	1
7.4.2.12	1
7.4.2.13	1
7.5.2.1	1
7.5.2.2	1
7.5.2.3	1
7.5.2.4	1
7.5.2.5	1
7.5.2.6	0.5
7.5.2.7	1
7.5.2.B7	1
7.5.2.8	1
7.5.2.B8	1
7.5.2.B9	1
7.5.2.9	1
7.5.2.10	1
7.5.2.11	1
7.5.2.12	1
7.5.2.13	1
7.6.2.B1	1
7.6.2.1	1
7.6.2.2	1
7.6.2.3	1
7.6.2.4	1
7.6.2.5	1
7.6.2.6	1
7.6.2.7	1
7.6.2.8	1
7.6.2.9	1
7.6.2.10	1
7.6.2.11	1
7.6.2.12	1
7.6.2.13	1
7.6.2.14	1
7.6.2.15	1
7.6.2.16	1
